Summary,Issue key,Issue id,Project url,Priority,,Labels,Labels,Description,Environment
BisectingKMeans Algorithm failing with java.util.NoSuchElementException: key not found,SPARK-16473,12988121,http://spark.apache.org,Major,job,,,"Hello , 

I am using apache spark 1.6.1. 
I am executing bisecting k means algorithm on a specific dataset .
Dataset details :- 
K=100,
input vector =100K*100k
Memory assigned 16GB per node ,
number of nodes =2.

 Till K=75 it os working fine , but when I set k=100 , it fails with java.util.NoSuchElementException: key not found. 

*I suspect it is failing because of lack of some resources , but somehow exception does not convey anything as why this spark job failed.* 

Please can someone point me to root cause of this exception , why it is failing. 

This is the exception stack-trace:- 
{code}
java.util.NoSuchElementException: key not found: 166 
        at scala.collection.MapLike$class.default(MapLike.scala:228) 
        at scala.collection.AbstractMap.default(Map.scala:58) 
        at scala.collection.MapLike$class.apply(MapLike.scala:141) 
        at scala.collection.AbstractMap.apply(Map.scala:58) 
        at org.apache.spark.mllib.clustering.BisectingKMeans$$anonfun$org$apache$spark$mllib$clustering$BisectingKMeans$$updateAssignments$1$$anonfun$2.apply$mcDJ$sp(BisectingKMeans.scala:338)
        at org.apache.spark.mllib.clustering.BisectingKMeans$$anonfun$org$apache$spark$mllib$clustering$BisectingKMeans$$updateAssignments$1$$anonfun$2.apply(BisectingKMeans.scala:337)
        at org.apache.spark.mllib.clustering.BisectingKMeans$$anonfun$org$apache$spark$mllib$clustering$BisectingKMeans$$updateAssignments$1$$anonfun$2.apply(BisectingKMeans.scala:337)
        at scala.collection.TraversableOnce$$anonfun$minBy$1.apply(TraversableOnce.scala:231) 
        at scala.collection.LinearSeqOptimized$class.foldLeft(LinearSeqOptimized.scala:111) 
        at scala.collection.immutable.List.foldLeft(List.scala:84) 
        at scala.collection.LinearSeqOptimized$class.reduceLeft(LinearSeqOptimized.scala:125) 
        at scala.collection.immutable.List.reduceLeft(List.scala:84) 
        at scala.collection.TraversableOnce$class.minBy(TraversableOnce.scala:231) 
        at scala.collection.AbstractTraversable.minBy(Traversable.scala:105) 
        at org.apache.spark.mllib.clustering.BisectingKMeans$$anonfun$org$apache$spark$mllib$clustering$BisectingKMeans$$updateAssignments$1.apply(BisectingKMeans.scala:337) 
        at org.apache.spark.mllib.clustering.BisectingKMeans$$anonfun$org$apache$spark$mllib$clustering$BisectingKMeans$$updateAssignments$1.apply(BisectingKMeans.scala:334) 
        at scala.collection.Iterator$$anon$11.next(Iterator.scala:328) 
        at scala.collection.Iterator$$anon$14.hasNext(Iterator.scala:389) 
{code}

Issue is that , it is failing but not giving any explicit message as to why it failed.",AWS EC2 linux instance. 
Undeleted broadcast variables in Word2Vec causing OoM for long runs ,SPARK-16440,12987775,http://spark.apache.org,Major,"job,memory",,,"Three broadcast variables created at the beginning of {{Word2Vec.fit()}} are never deleted nor unpersisted. This seems to cause excessive memory consumption on the driver for a job running hundreds of successive training.

They are 
{code}
    val expTable = sc.broadcast(createExpTable())
    val bcVocab = sc.broadcast(vocab)
    val bcVocabHash = sc.broadcast(vocabHash)
{code}

",
IsotonicRegression produces NaNs with certain data,SPARK-16426,12987590,http://spark.apache.org,Minor,data partition,,,"{code}
val r = sc.parallelize(Seq[(Double, Double, Double)]((2, 1, 1), (1, 1, 1), (0, 2, 1), (1, 2, 1), (0.5, 3, 1), (0, 3, 1)), 2)
val i = new IsotonicRegression().run(r)

scala> i.predict(3.0)
res12: Double = NaN

scala> i.predictions
res13: Array[Double] = Array(0.75, 0.75, NaN, NaN)
{code}

I believe I understand the problem so I'll submit a PR shortly.

The problem happens when rows with the same feature value but different labels end up on different partitions. The merge function in poolAdjacentViolators introduces 0-weight points to be used for linear interpolation. This works fine, as long as they are always next to a non-0-weight point, but in the above case, you can end up with two 0-weight points  with the same feature value, which end up next to each other in the final PAV step. If these points are pooled, it creates a NaN.

One solution to this is to ensure that the all points with identical feature values end up on the same partition. This is the solution I intend to submit a PR for. Another option would be to try to get rid of the 0-weight points, but that seems trickier to me.",
Spark MLlib: MultilayerPerceptronClassifier - error while training,SPARK-16377,12986773,http://spark.apache.org,Major,usability,,,"Hi, 

I am trying to train model by MultilayerPerceptronClassifier. 

It works on sample data from data/mllib/sample_multiclass_classification_data.txt with 4 features, 3 classes and layers [4, 4, 3]. 
But when I try to use other input files with other features and classes (from here for example: https://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/multiclass.html) 
then I get errors. 

Example: 
Input file aloi (128 features, 1000 classes, layers [128, 128, 1000]): 


with block size = 1: 
ERROR StrongWolfeLineSearch: Encountered bad values in function evaluation. Decreasing step size to Infinity 
ERROR LBFGS: Failure! Resetting history: breeze.optimize.FirstOrderException: Line search failed 
ERROR LBFGS: Failure again! Giving up and returning. Maybe the objective is just poorly behaved? 


with default block size = 128: 
 java.lang.ArrayIndexOutOfBoundsException 
  at java.lang.System.arraycopy(Native Method) 
  at org.apache.spark.ml.ann.DataStacker$$anonfun$3$$anonfun$apply$3$$anonfun$apply$4.apply(Layer.scala:629) 
  at org.apache.spark.ml.ann.DataStacker$$anonfun$3$$anonfun$apply$3$$anonfun$apply$4.apply(Layer.scala:628) 
   at scala.collection.immutable.List.foreach(List.scala:381) 
   at org.apache.spark.ml.ann.DataStacker$$anonfun$3$$anonfun$apply$3.apply(Layer.scala:628) 
   at org.apache.spark.ml.ann.DataStacker$$anonfun$3$$anonfun$apply$3.apply(Layer.scala:624) 



Even if I modify sample_multiclass_classification_data.txt file (rename all 4-th features to 5-th) and run with layers [5, 5, 3] then I also get the same errors as for file above. 


So to resume: 
I can't run training with default block size and with more than 4 features. 
If I set  block size to 1 then some actions are happened but I get errors from LBFGS. 
It is reproducible with Spark 1.5.2 and from master branch on github (from 4-th July). 

Did somebody already met with such behavior? 
Is there bug in MultilayerPerceptronClassifier or I use it incorrectly? 

Thanks.",
Retag RDD to tallSkinnyQR of RowMatrix,SPARK-16372,12986684,http://spark.apache.org,Major,,,,"The following Java code because of type erasing:

{code}
JavaRDD<Vector> rows = jsc.parallelize(...);
RowMatrix mat = new RowMatrix(rows.rdd());
QRDecomposition<RowMatrix, Matrix> result = mat.tallSkinnyQR(true);
{code}

We should use retag to restore the type to prevent the following exception:

{code}
java.lang.ClassCastException: [Ljava.lang.Object; cannot be cast to [Lorg.apache.spark.mllib.linalg.Vector;
{code}",
tallSkinnyQR of RowMatrix should aware of empty partition,SPARK-16369,12986673,http://spark.apache.org,Minor,job,,,"tallSkinnyQR of RowMatrix should aware of empty partition, which could cause exception from Breeze qr decomposition.

See the [archived dev mail|https://mail-archives.apache.org/mod_mbox/spark-dev/201510.mbox/%3CCAF7ADNrycvPL3qX-VZJhq4OYmiUUhoscut_tkOm63Cm18iK1tQ@mail.gmail.com%3E] for more details.",
RowMatrıx Covariance,SPARK-16156,12982104,http://spark.apache.org,Major,performance,,,Spark doesn't provide a good solution of covariance for RowMatrix with large columns. This can be fixed with using efficient stable computations and approximating to the true mean.    ,Spark MLLIB
The SparseVector parser fails checking for valid end parenthesis,SPARK-16035,12980362,http://spark.apache.org,Minor,,,,"Running
                      SparseVector.parse(' (4, [0,1 ],[ 4.0,5.0] ')
will not raise an exception as expected, although it parses it as if there was an end parenthesis.

This can be fixed by replacing

                      if start == -1:
                               raise ValueError(""Tuple should end with ')'"")

with
                     if end == -1:
                               raise ValueError(""Tuple should end with ')'"")

Please see posted PR",
SVMWithSGD requires LabeledPoint of Regression,SPARK-15986,12979736,http://spark.apache.org,Major,data structure,,,"SVMWithSGD uses the LabelledPoint in mllib-regression however a classification routine that extends ml's Predictor class uses LabelledPoint of ml.feature. So basically any rotutine, for ex:  a classifier in ml pipeline cannot uses SVMWithSGD. This consistency problem can be solved by removing LabelledPoint in regression. Two different labelled points (one uses linalg.Vector, and other ml.linalg.Vector) is also confusing.         ",Spark 2.0 Snapshot
BlockMatrix to IndexedRowMatrix throws an error,SPARK-15922,12978163,http://spark.apache.org,Major,data strcuture,,,"{code}
import org.apache.spark.mllib.linalg.distributed._
import org.apache.spark.mllib.linalg._

val rows = IndexedRow(0L, new DenseVector(Array(1,2,3))) :: IndexedRow(1L, new DenseVector(Array(1,2,3))):: IndexedRow(2L, new DenseVector(Array(1,2,3))):: Nil
val rdd = sc.parallelize(rows)
val matrix = new IndexedRowMatrix(rdd, 3, 3)
val bmat = matrix.toBlockMatrix

val imat = bmat.toIndexedRowMatrix
imat.rows.collect // this throws an error - Caused by: java.lang.IllegalArgumentException: requirement failed: Vectors must be the same length!
{code}",
Constructing FPGrowth fails when no numPartitions specified in pyspark,SPARK-15750,12975391,http://spark.apache.org,Major,"data partition, parallelism",,,"{code}
>>> model1 = FPGrowth.train(rdd, 0.6)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/jzhang/github/spark-2/python/pyspark/mllib/fpm.py"", line 96, in train
    model = callMLlibFunc(""trainFPGrowthModel"", data, float(minSupport), int(numPartitions))
  File ""/Users/jzhang/github/spark-2/python/pyspark/mllib/common.py"", line 130, in callMLlibFunc
    return callJavaFunc(sc, api, *args)
  File ""/Users/jzhang/github/spark-2/python/pyspark/mllib/common.py"", line 123, in callJavaFunc
    return _java2py(sc, func(*args))
  File ""/Users/jzhang/github/spark-2/python/lib/py4j-0.10.1-src.zip/py4j/java_gateway.py"", line 933, in __call__
  File ""/Users/jzhang/github/spark-2/python/pyspark/sql/utils.py"", line 79, in deco
    raise IllegalArgumentException(s.split(': ', 1)[1], stackTrace)
pyspark.sql.utils.IllegalArgumentException: u'requirement failed: Number of partitions must be positive but got -1'
{code}",
"Word2VecSuite ""big model load / save"" caused OOM in maven jenkins builds",SPARK-15740,12975323,http://spark.apache.org,Critical,"mem issue, model",,,"[~andrewor14] noticed some OOM errors caused by ""test big model load / save"" in Word2VecSuite, e.g., https://amplab.cs.berkeley.edu/jenkins/view/Spark%20QA%20Test/job/spark-master-test-maven-hadoop-2.2/1168/consoleFull. It doesn't show up in the test result because it was OOMed.

I'm going to disable the test first and leave this open for a proper fix.

cc [~tmnd91]",
Replace FileSystem.get(conf) with path.getFileSystem(conf) when removing CheckpointFile in MLlib,SPARK-15664,12974155,http://spark.apache.org,Major,,,,"if sparkContext.set CheckpointDir to another Dir that is not default FileSystem, it will throw exception when removing CheckpointFile in MLlib.",
DecisionTreeClassificationModel can't be saved within in  Pipeline caused by not implement Writable ,SPARK-15497,12972271,http://spark.apache.org,Major,IO,,,"Here is my code
{code}
SQLContext sqlContext = getSQLContext();
		DataFrame data = sqlContext.read().format(""libsvm"").load(""file:///E:/workspace-mars/bigdata/sparkjob/data/mllib/sample_libsvm_data.txt"");
		// Index labels, adding metadata to the label column.
		// Fit on whole dataset to include all labels in index.
		StringIndexerModel labelIndexer = new StringIndexer()
		  .setInputCol(""label"")
		  .setOutputCol(""indexedLabel"")
		  .fit(data);
		// Automatically identify categorical features, and index them.
		VectorIndexerModel featureIndexer = new VectorIndexer()
		  .setInputCol(""features"")
		  .setOutputCol(""indexedFeatures"")
		  .setMaxCategories(4) // features with > 4 distinct values are treated as continuous
		  .fit(data);

		// Split the data into training and test sets (30% held out for testing)
		DataFrame[] splits = data.randomSplit(new double[]{0.7, 0.3});
		DataFrame trainingData = splits[0];
		DataFrame testData = splits[1];

		// Train a DecisionTree model.
		DecisionTreeClassifier dt = new DecisionTreeClassifier()
		  .setLabelCol(""indexedLabel"")
		  .setFeaturesCol(""indexedFeatures"");

		// Convert indexed labels back to original labels.
		IndexToString labelConverter = new IndexToString()
		  .setInputCol(""prediction"")
		  .setOutputCol(""predictedLabel"")
		  .setLabels(labelIndexer.labels());

		// Chain indexers and tree in a Pipeline
		Pipeline pipeline = new Pipeline()
		  .setStages(new PipelineStage[]{labelIndexer, featureIndexer, dt, labelConverter});

		// Train model.  This also runs the indexers.
		PipelineModel model = pipeline.fit(trainingData);
		model.save(""file:///e:/tmpmodel"");
{code}

and here is the exception
{code}
Exception in thread ""main"" java.lang.UnsupportedOperationException: Pipeline write will fail on this Pipeline because it contains a stage which does not implement Writable. Non-Writable stage: dtc_7bdeae1c4fb8 of type class org.apache.spark.ml.classification.DecisionTreeClassificationModel
	at org.apache.spark.ml.Pipeline$SharedReadWrite$$anonfun$validateStages$1.apply(Pipeline.scala:218)
	at org.apache.spark.ml.Pipeline$SharedReadWrite$$anonfun$validateStages$1.apply(Pipeline.scala:215)
	at scala.collection.IndexedSeqOptimized$class.foreach(IndexedSeqOptimized.scala:33)
	at scala.collection.mutable.ArrayOps$ofRef.foreach(ArrayOps.scala:108)
	at org.apache.spark.ml.Pipeline$SharedReadWrite$.validateStages(Pipeline.scala:215)
	at org.apache.spark.ml.PipelineModel$PipelineModelWriter.<init>(Pipeline.scala:325)
	at org.apache.spark.ml.PipelineModel.write(Pipeline.scala:309)
	at org.apache.spark.ml.util.MLWritable$class.save(ReadWrite.scala:131)
	at org.apache.spark.ml.PipelineModel.save(Pipeline.scala:280)
	at com.bjdv.spark.job.Testjob.main(Testjob.java:142)
{code}

sample_libsvm_data.txt is included in the 1.6.1 release tar",
